ID,title,image_link,platform1,platform2,platform3,platform4,platform5,platform6,score
1573,Windjammers,https://upload.wikimedia.org/wikipedia/en/thumb/3/33/Windjammers_%28Neo_Geo%29_Cover.jpg/220px-Windjammers_%28Neo_Geo%29_Cover.jpg,PS4\,Switch,na,na,na,na,0.00870409
1574,Wing Kings,unreleased,PS4,na,na,na,na,na,0.019639998
1575,Winning Post 8 2016,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Winning_Post_-_Mega_CD_-_Tecmo_Koei.png/220px-Winning_Post_-_Mega_CD_-_Tecmo_Koei.png,PS4,na,na,na,na,na,0.304439377
1576,Winning Post 9,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Winning_Post_-_Mega_CD_-_Tecmo_Koei.png/220px-Winning_Post_-_Mega_CD_-_Tecmo_Koei.png,PS4\,Switch,na,na,na,na,0.053612149
1577,The Witch and the Hundred Knight,https://upload.wikimedia.org/wikipedia/en/thumb/7/79/TheWitchAndTheHundredKnight.jpg/220px-TheWitchAndTheHundredKnight.jpg,PS4\,PS3,na,na,na,na,0.069525981
1578,The Witch and the Hundred Knight 2,https://upload.wikimedia.org/wikipedia/en/thumb/e/ef/Witch-and-hundred-knight2.jpg/220px-Witch-and-hundred-knight2.jpg,PS4,na,na,na,na,na,0.069487167
1579,The Witcher 3: Wild Hunt,https://upload.wikimedia.org/wikipedia/en/thumb/0/0c/Witcher_3_cover_art.jpg/220px-Witcher_3_cover_art.jpg,PS4\,XboxOne,na,na,na,na,0.011265829
1580,Wipeout Omega Collection,https://upload.wikimedia.org/wikipedia/en/thumb/a/ae/WipeoutOmega_coverUS.jpg/220px-WipeoutOmega_coverUS.jpg,PS4,na,na,na,na,na,0.002726699
1581,The Witness,https://upload.wikimedia.org/wikipedia/en/thumb/f/f1/WitnessPoster.png/220px-WitnessPoster.png,PS4\,XboxOne,na,na,na,na,0.009800592
1582,World of Van Helsing: Deathtrap,https://upload.wikimedia.org/wikipedia/en/thumb/9/96/Deathtrap-header.jpg/220px-Deathtrap-header.jpg,PS4,na,na,na,na,na,0.000591917
1583,The Wolf Among Us,https://upload.wikimedia.org/wikipedia/en/thumb/9/96/The_Wolf_Among_Us_cover_art.jpg/220px-The_Wolf_Among_Us_cover_art.jpg,PS4\,PS3\,Xbox360\,XboxOne,na,na,0.022454029
1584,Wolfenstein: The New Order,https://upload.wikimedia.org/wikipedia/en/thumb/9/95/Wolfenstein_The_New_Order_cover.jpg/220px-Wolfenstein_The_New_Order_cover.jpg,PS4\,PS3\,Xbox360\,XboxOne,na,na,0.005987094
1585,Wolfenstein: The Old Blood,https://upload.wikimedia.org/wikipedia/en/thumb/0/0d/Wolfenstein_The_Old_Blood_cover.jpg/220px-Wolfenstein_The_Old_Blood_cover.jpg,PS4\,XboxOne,na,na,na,na,0.019261559
1586,Wolfenstein: Youngblood,https://upload.wikimedia.org/wikipedia/en/thumb/a/a0/Wolfenstein_Youngblood_cover_art.png/220px-Wolfenstein_Youngblood_cover_art.png,PS4\,Switch\,XboxOne,na,na,na,0.038134976
1587,Wolfenstein II: The New Colossus,https://upload.wikimedia.org/wikipedia/en/thumb/5/54/Wolfenstein-ii-the-new-colossus-cover.jpeg/220px-Wolfenstein-ii-the-new-colossus-cover.jpeg,PS4\,Switch\,XboxOne,na,na,na,0.041734996
1588,Wonder Boy: The Dragon's Trap,https://upload.wikimedia.org/wikipedia/en/thumb/2/20/Wonderboyremake.PNG/220px-Wonderboyremake.PNG,PS4\,Switch\,XboxOne,na,na,na,0.003570909
1589,Wordhunters,unreleased,PS4,na,na,na,na,na,0
1590,World of Final Fantasy,https://upload.wikimedia.org/wikipedia/en/thumb/e/e9/WoFF_cover_art_%28US%29.jpg/220px-WoFF_cover_art_%28US%29.jpg,PS4,na,na,na,na,na,0.008927272
1591,World of Warriors,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Blue_pencil.svg/10px-Blue_pencil.svg.png,PS4,na,na,na,na,na,0.016030275
1592,World End Syndrome,unreleased,PS4\,Switch,na,na,na,na,0.104342341
1593,World War Z,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/World_War_Z_logo.png/220px-World_War_Z_logo.png,PS4,na,na,na,na,na,0.004104604
1594,WRC 5,https://upload.wikimedia.org/wikipedia/en/thumb/7/7f/WRC5cover.jpg/220px-WRC5cover.jpg,PS4\,XboxOne,na,na,na,na,0.009363932
1595,WRC 6,https://upload.wikimedia.org/wikipedia/en/thumb/d/db/Wrc6-pal-cover.jpg/220px-Wrc6-pal-cover.jpg,PS4\,XboxOne,na,na,na,na,0.008626462
1596,WRC 7,https://upload.wikimedia.org/wikipedia/en/thumb/f/f2/WRC_7_Box_Cover.jpeg/220px-WRC_7_Box_Cover.jpeg,PS4\,XboxOne,na,na,na,na,0.009616224
1597,Worms Battlegrounds,https://upload.wikimedia.org/wikipedia/en/thumb/d/d9/Worms_Battlegrounds_PS4_cover.jpg/250px-Worms_Battlegrounds_PS4_cover.jpg,PS4\,XboxOne,na,na,na,na,0.004842075
1598,Worms W.M.D,https://upload.wikimedia.org/wikipedia/en/thumb/c/c7/Worms_W.M.D_logo.png/220px-Worms_W.M.D_logo.png,PS4\,Switch\,XboxOne,na,na,na,0.001960118
1599,Wreckfest,https://upload.wikimedia.org/wikipedia/en/thumb/c/c7/Wreckfest_Steam_cover.jpg/220px-Wreckfest_Steam_cover.jpg,PS4\,XboxOne,na,na,na,na,0.014526224
1600,Wulverblade,unreleased,PS4\,Switch\,XboxOne,na,na,na,0
1601,Wuppo,unreleased,PS4\,XboxOne,na,na,na,na,0.003085731
1602,WWE 2K15,https://upload.wikimedia.org/wikipedia/en/thumb/c/c6/WWE_2K15_Cover.jpg/220px-WWE_2K15_Cover.jpg,PS4\,PS3\,Xbox360\,XboxOne,na,na,0.00070836
1603,WWE 2K16,https://upload.wikimedia.org/wikipedia/en/thumb/b/b4/WWE_2K16_Cover.jpg/220px-WWE_2K16_Cover.jpg,PS4\,PS3\,Xbox360\,XboxOne,na,na,0.001251759
1604,WWE 2K17,https://upload.wikimedia.org/wikipedia/en/thumb/5/5b/WWE_2K17_Official_Cover.jpg/220px-WWE_2K17_Official_Cover.jpg,PS4\,PS3\,Xbox360\,XboxOne,na,na,0.001280869
1605,WWE 2K18,https://upload.wikimedia.org/wikipedia/en/thumb/c/cc/Cover_art_for_WWE_2K18.jpg/220px-Cover_art_for_WWE_2K18.jpg,PS4\,Switch\,XboxOne,na,na,na,0.00302751
1606,WWE 2K19,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/WWE_2K19_cover_art.jpg/220px-WWE_2K19_cover_art.jpg,PS4\,XboxOne,na,na,na,na,0.080025229
1607,XCOM 2,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/XCOM_2_cover_art.jpg/220px-XCOM_2_cover_art.jpg,PS4\,XboxOne,na,na,na,na,0.009509485
1608,Xenon Valkyrie+,unreleased,PS4\,XboxOne,na,na,na,na,0.002222114
1609,Xenoraid,unreleased,PS4\,Switch\,XboxOne,na,na,na,0.001397312
1610,Xeodrifter,https://upload.wikimedia.org/wikipedia/en/thumb/0/0e/Xeodrifter_logo.jpg/220px-Xeodrifter_logo.jpg,PS4\,Switch\,WiiU,na,na,na,0.000659842
1611,X-Morph: Defense,unreleased,PS4\,Switch\,XboxOne,na,na,na,0.001678715
1612,Xuan-Yuan Sword: The Gate of Firmament,unreleased,PS4\,XboxOne,na,na,na,na,0
1613,Yakuza 0,https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Yakuza0.jpg/220px-Yakuza0.jpg,PS4,na,na,na,na,na,0.007927806
1614,Yakuza 3,https://upload.wikimedia.org/wikipedia/en/thumb/6/6d/Yakuza3_boxart.jpg/220px-Yakuza3_boxart.jpg,PS4\,PS3,na,na,na,na,0.007374703
1615,Yakuza 4,https://upload.wikimedia.org/wikipedia/en/thumb/b/bf/Yakuza_4_cover.jpg/220px-Yakuza_4_cover.jpg,PS4\,PS3,na,na,na,na,0.007238853
1616,Yakuza 5,https://upload.wikimedia.org/wikipedia/en/thumb/b/b8/Yakuza5.jpg/220px-Yakuza5.jpg,PS4,na,na,na,na,na,0.007103003
1617,Yakuza 6: The Song of Life,https://upload.wikimedia.org/wikipedia/en/thumb/9/95/Yakuza_6_cover_art.jpg/220px-Yakuza_6_cover_art.jpg,PS4,na,na,na,na,na,0.001872786
1618,Yakuza Ishin,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/Ry%C5%AB_ga_Gotoku_Ishin%21_cover.jpg/220px-Ry%C5%AB_ga_Gotoku_Ishin%21_cover.jpg,PS4,na,na,na,na,na,0.000349328
1619,Yakuza: Kiwami,https://upload.wikimedia.org/wikipedia/en/thumb/0/02/Yakuza_Kiwami_cover.jpg/220px-Yakuza_Kiwami_cover.jpg,PS4,na,na,na,na,na,0.052952307
1620,Yakuza Kiwami 2,https://upload.wikimedia.org/wikipedia/en/thumb/7/7f/Yakuza_Kiwami_2.png/220px-Yakuza_Kiwami_2.png,PS4,na,na,na,na,na,0.04974043
1621,Yesterday Origins,https://upload.wikimedia.org/wikipedia/en/thumb/9/98/Yesterday_video_game.jpg/220px-Yesterday_video_game.jpg,PS4\,Switch\,XboxOne,na,na,na,0.079113095
1622,Yoku's Island Express,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/Yoku%27s_Island_Express_cover.png/220px-Yoku%27s_Island_Express_cover.png,PS4\,Switch\,XboxOne,na,na,na,0.017233516
1623,Yomawari: Midnight Shadows,https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Yomawari_Midnight_Shadows_cover_art.jpg/220px-Yomawari_Midnight_Shadows_cover_art.jpg,PS4,na,na,na,na,na,4.85E-05
1624,Yonder: The Cloud Catcher Chronicles,https://upload.wikimedia.org/wikipedia/en/thumb/5/5b/Yonder_logo.png/220px-Yonder_logo.png,PS4\,Switch\,XboxOne,na,na,na,0.002988695
1625,Yooka-Laylee,https://upload.wikimedia.org/wikipedia/en/thumb/a/ac/Yooka-Laylee_cover_art.jpg/220px-Yooka-Laylee_cover_art.jpg,PS4\,Switch\,XboxOne,na,na,na,0.001727233
1626,Ys Origin,https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Ys_Origin_cover.jpg/220px-Ys_Origin_cover.jpg,PS4\,XboxOne,na,na,na,na,0.004463636
1627,Ys VIII: Lacrimosa of Dana,https://upload.wikimedia.org/wikipedia/en/thumb/4/4a/Ys_VIII_Box_Art_PSVita_North_America.png/220px-Ys_VIII_Box_Art_PSVita_North_America.png,PS4\,Switch,na,na,na,na,0.001688419
1628,YU-NO: A girl who chants love at the bound of this world,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/YU-NO_Sega_Saturn_cover.jpg/220px-YU-NO_Sega_Saturn_cover.jpg,PS4,na,na,na,na,na,0.006530493
1629,Zanki Zero: Last Beginning,https://upload.wikimedia.org/wikipedia/en/thumb/3/31/Zanki_Zero_cover.png/220px-Zanki_Zero_cover.png,PS4,na,na,na,na,na,0.001222648
1630,Zenith,unreleased,PS4\,XboxOne,na,na,na,na,0.018232982
1631,Zero Escape: The Nonary Games,https://upload.wikimedia.org/wikipedia/en/0/0e/Zero_Escape_logo.png,PS4,na,na,na,na,na,0.000116443
1632,Zero Time Dilemma,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/Zero_Time_Dilemma.png/220px-Zero_Time_Dilemma.png,PS4,na,na,na,na,na,0.015836204
1633,Zhanguo Pohuaishen,unreleased,PS4,na,na,na,na,na,0
1634,Zheros,unreleased,PS4\,XboxOne,na,na,na,na,0.000407549
1635,Ziggurat,https://upload.wikimedia.org/wikipedia/en/thumb/4/4b/Ziggurat_2014_cover_art.jpg/220px-Ziggurat_2014_cover_art.jpg,PS4\,WiiU\,XboxOne,na,na,na,0.008723497
1636,Zombi,https://upload.wikimedia.org/wikipedia/en/thumb/1/10/ZombiU_Box_Art_%28Final%29.jpg/220px-ZombiU_Box_Art_%28Final%29.jpg,PS4\,XboxOne,na,na,na,na,0.006637233
1637,Zombie Army Trilogy,https://upload.wikimedia.org/wikipedia/en/thumb/8/8b/Zombie_Army_Trilogy_cover_art.jpg/220px-Zombie_Army_Trilogy_cover_art.jpg,PS4\,XboxOne,na,na,na,na,0.004434525
1638,007 Legends,https://upload.wikimedia.org/wikipedia/en/thumb/5/58/007Legends.jpg/220px-007Legends.jpg,PS3\,Xbox360,na,na,na,na,0.004725632
1639,007: Quantum of Solace,https://upload.wikimedia.org/wikipedia/en/thumb/a/ab/Quantum_of_Solace_Cover_Art.PNG/220px-Quantum_of_Solace_Cover_Art.PNG,PS3\,Xbox360,na,na,na,na,0.000504585
1640,2010 FIFA World Cup South Africa,https://upload.wikimedia.org/wikipedia/en/thumb/3/3b/2010_FIFA_World_Cup_Video_Game.jpg/220px-2010_FIFA_World_Cup_Video_Game.jpg,PS3\,Xbox360,na,na,na,na,1.94E-05
1641,2014 FIFA World Cup Brazil,https://upload.wikimedia.org/wikipedia/en/thumb/f/f2/2014_FIFA_World_Cup_Brazil_game.jpg/220px-2014_FIFA_World_Cup_Brazil_game.jpg,PS3\,Xbox360,na,na,na,na,0.000766581
1642,2nd Super Robot Wars Original Generation,https://upload.wikimedia.org/wikipedia/en/thumb/5/52/2nd_Super_Robot_Wars_Original_Generation_cover.jpg/220px-2nd_Super_Robot_Wars_Original_Generation_cover.jpg,PS3,na,na,na,na,na,0
1643,3D Dot Game Heroes,https://upload.wikimedia.org/wikipedia/en/thumb/f/f0/3D_Dot_Game_Heroes_JPNBox.jpg/220px-3D_Dot_Game_Heroes_JPNBox.jpg,PS3,na,na,na,na,na,0.002260929
1644,50 Cent: Blood on the Sand,https://upload.wikimedia.org/wikipedia/en/thumb/1/14/50_Cent_Blood_on_the_Sand.jpg/220px-50_Cent_Blood_on_the_Sand.jpg,PS3\,Xbox360,na,na,na,na,9.70E-06
1645,Absolute Supercars,unreleased,PS3\,PS3,na,na,na,na,1.94E-05
1646,Ace Combat: Assault Horizon,https://upload.wikimedia.org/wikipedia/en/thumb/3/3d/Ace_Combat_Assault_Horizon.png/220px-Ace_Combat_Assault_Horizon.png,PS3\,Xbox360,na,na,na,na,0.002163893
1647,Adidas miCoach,unreleased,PS3\,Xbox360,na,na,na,na,0
1648,Adam's Venture Chronicles,unreleased,PS3\,PS3,na,na,na,na,0.003250691
1649,The Adventures of Tintin: The Secret of the Unicorn,https://upload.wikimedia.org/wikipedia/en/thumb/2/2e/The_Adventures_of_Tintin_-_The_Game_%282011_video_game%29.jpg/220px-The_Adventures_of_Tintin_-_The_Game_%282011_video_game%29.jpg,PS3,na,na,na,na,na,7.76E-05
1650,Adventure Time: Explore the Dungeon Because I Don't Know!,https://upload.wikimedia.org/wikipedia/en/thumb/9/97/Adventure_Time_Explore_the_Dunegon_Because_I_DON%27T_KNOW.jpg/220px-Adventure_Time_Explore_the_Dunegon_Because_I_DON%27T_KNOW.jpg,PS3\,WiiU,na,na,na,na,0.011197904
1651,Adventure Time: The Secret of the Nameless Kingdom,https://upload.wikimedia.org/wikipedia/en/thumb/4/4e/AdventureTimeSOTNKPAL3DS.png/220px-AdventureTimeSOTNKPAL3DS.png,PS3\,Xbox360,na,na,na,na,0.000698656
1652,AFL Live,https://upload.wikimedia.org/wikipedia/en/thumb/9/94/AFL_Live_Game_Cover.gif/220px-AFL_Live_Game_Cover.gif,PS3\,Xbox360,na,na,na,na,0.015283101
1653,AFL Live 2,https://upload.wikimedia.org/wikipedia/en/thumb/9/94/AFL_Live_2_Cover_art.jpg/220px-AFL_Live_2_Cover_art.jpg,PS3\,Xbox360,na,na,na,na,0.014565038
1654,Afrika,https://upload.wikimedia.org/wikipedia/en/thumb/9/9d/Afrika_-_%28PS3_video_game_cover%29.jpg/220px-Afrika_-_%28PS3_video_game_cover%29.jpg,PS3,na,na,na,na,na,0.015729465
1655,Afro Samurai,https://upload.wikimedia.org/wikipedia/en/thumb/9/91/Afro_Samurai_%28video_game%29_cover.jpg/220px-Afro_Samurai_%28video_game%29_cover.jpg,PS3\,Xbox360,na,na,na,na,0.00231915
1656,After Hours Athletes,unreleased,PS3,na,na,na,na,na,0.049274659
1657,Air Conflicts: Secret Wars,https://upload.wikimedia.org/wikipedia/en/thumb/c/cc/Air_Conflicts_Secret_Wars_box_art.jpg/220px-Air_Conflicts_Secret_Wars_box_art.jpg,PS3\,Switch\,Xbox360,na,na,na,0.026859444
1658,Akatsuki no Goei Trinity,unreleased,PS3,na,na,na,na,na,0
1659,Alarm für Cobra 11: Das Syndikat,unreleased,PS3,na,na,na,na,na,0
1660,Alarm für Cobra 11: Undercover,unreleased,PS3,na,na,na,na,na,0
1661,Alice: Madness Returns,https://upload.wikimedia.org/wikipedia/en/thumb/d/d8/AliceMadnessReturns.jpg/220px-AliceMadnessReturns.jpg,PS3\,Xbox360,na,na,na,na,0.004453932
1662,Aliens: Colonial Marines,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/AliensColonialMarinesBox.png/220px-AliensColonialMarinesBox.png,PS3\,Xbox360,na,na,na,na,0.004094901
1663,Aliens vs. Predator,https://upload.wikimedia.org/wikipedia/en/thumb/3/30/Aliens_vs_Predator_cover.jpg/220px-Aliens_vs_Predator_cover.jpg,PS3\,Xbox360,na,na,na,na,0.086536316
1664,All-Pro Football 2K8,https://upload.wikimedia.org/wikipedia/en/thumb/7/78/All-Pro_Football_2K8_%28PS3%29.jpg/220px-All-Pro_Football_2K8_%28PS3%29.jpg,PS3\,Xbox360,na,na,na,na,0.002707292
1665,Alone in the Dark: Inferno,https://upload.wikimedia.org/wikipedia/en/thumb/8/86/Alone_in_the_Dark_5_%28PC%29.PNG/220px-Alone_in_the_Dark_5_%28PC%29.PNG,PS3,na,na,na,na,na,0.002852846
1666,Alpha Protocol,https://upload.wikimedia.org/wikipedia/en/thumb/6/6c/Alpha_Protocol_cover.jpg/220px-Alpha_Protocol_cover.jpg,PS3\,Xbox360,na,na,na,na,0.056455291
1667,The Amazing Spider-Man,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/The_Amazing_Spider_Man_2012_video_game_cover.jpg/220px-The_Amazing_Spider_Man_2012_video_game_cover.jpg,PS3,na,na,na,na,na,0.231129009
1668,Anarchy Reigns,https://upload.wikimedia.org/wikipedia/en/thumb/6/63/Anarchy_Reigns_box_art.jpg/220px-Anarchy_Reigns_box_art.jpg,PS3\,Xbox360,na,na,na,na,0.006161758
1669,Angel Senki,unreleased,PS3\,PS3,na,na,na,na,7.76E-05
1670,Another Century's Episode: R,https://upload.wikimedia.org/wikipedia/en/thumb/f/f5/Another_Century_Episode_R_Cover.jpg/220px-Another_Century_Episode_R_Cover.jpg,PS3,na,na,na,na,na,0.029362962
1671,Angry Birds Trilogy,https://upload.wikimedia.org/wikipedia/en/thumb/1/18/Angry_Birds_Trilogy_3DS.jpg/220px-Angry_Birds_Trilogy_3DS.jpg,PS3\,WiiU\,Xbox360,na,na,na,0.001416719
1672,Apache: Air Assault,https://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Apache_Air_Assault.jpg/220px-Apache_Air_Assault.jpg,PS3\,Xbox360,na,na,na,na,0.013749939
1673,Ape Escape,https://upload.wikimedia.org/wikipedia/en/4/49/Ape_Escape_Fury_Fury.png,PS3,na,na,na,na,na,0.020930571
1674,Aquanaut's Holiday: Hidden Memories,https://upload.wikimedia.org/wikipedia/en/thumb/2/2d/Aquanaut_holiday_ps3.png/220px-Aquanaut_holiday_ps3.png,PS3,na,na,na,na,na,0
1675,Aquapazza: Aquaplus Dream Match,https://upload.wikimedia.org/wikipedia/en/thumb/2/2d/Aquapazza_-_Aquaplus_Dream_Match_game_cover.jpg/220px-Aquapazza_-_Aquaplus_Dream_Match_game_cover.jpg,PS3,na,na,na,na,na,9.70E-06
1676,Ar Nosurge,https://upload.wikimedia.org/wikipedia/en/thumb/f/f6/Ar_no_Surge_cover.jpg/220px-Ar_no_Surge_cover.jpg,PS3,na,na,na,na,na,2.91E-05
1677,Arcadias no Ikusaime,unreleased,PS3,na,na,na,na,na,0
1678,Arcana Heart 3,https://upload.wikimedia.org/wikipedia/en/thumb/b/bf/ArcanaHeart3.jpg/220px-ArcanaHeart3.jpg,PS3\,Xbox360,na,na,na,na,0.005259328
1679,Arcana Heart 3: Love Max!!!!!,https://upload.wikimedia.org/wikipedia/en/thumb/b/bf/ArcanaHeart3.jpg/220px-ArcanaHeart3.jpg,PS3,na,na,na,na,na,0.000630731
1680,Ar tonelico Qoga: Knell of Ar Ciel,https://upload.wikimedia.org/wikipedia/en/thumb/f/f0/Ar_tonelico_Qoga.jpg/220px-Ar_tonelico_Qoga.jpg,PS3,na,na,na,na,na,0.000359032
1681,Armored Core 4,https://upload.wikimedia.org/wikipedia/en/thumb/6/69/Armored_Core_4.jpg/220px-Armored_Core_4.jpg,PS3\,Xbox360,na,na,na,na,0.016787152
1682,Armored Core: For Answer,https://upload.wikimedia.org/wikipedia/en/thumb/2/29/Armored_Core_for_Answer_cover_art.PNG/220px-Armored_Core_for_Answer_cover_art.PNG,PS3\,Xbox360,na,na,na,na,0.031070787
1683,Armored Core V,https://upload.wikimedia.org/wikipedia/en/thumb/6/64/Armored_Core_V_cover.png/220px-Armored_Core_V_cover.png,PS3\,Xbox360,na,na,na,na,0.016622192
1684,Armored Core: Verdict Day,https://upload.wikimedia.org/wikipedia/en/thumb/7/74/Armored_Core_Verdict_Day_cover.jpg/220px-Armored_Core_Verdict_Day_cover.jpg,PS3\,Xbox360,na,na,na,na,0.000213478
1685,Army of Two,https://upload.wikimedia.org/wikipedia/en/thumb/7/72/ArmyofTwo_front-1-.jpg/220px-ArmyofTwo_front-1-.jpg,PS3\,Xbox360,na,na,na,na,0.024307409
1686,Army of Two: The 40th Day,https://upload.wikimedia.org/wikipedia/en/thumb/8/86/Army_of_Two_The_40th_Day.jpg/220px-Army_of_Two_The_40th_Day.jpg,PS3\,Xbox360,na,na,na,na,0.000252292
1687,Army of Two: The Devil's Cartel,https://upload.wikimedia.org/wikipedia/en/thumb/c/c4/ArmyOfTwo3.jpg/220px-ArmyOfTwo3.jpg,PS3\,Xbox360,na,na,na,na,0.059599243
1688,Ashes Cricket 2009,https://upload.wikimedia.org/wikipedia/en/thumb/c/cd/Ashes_Cricket_2009_Cover.jpg/220px-Ashes_Cricket_2009_Cover.jpg,PS3\,Xbox360,na,na,na,na,0
1689,Assassin's Creed,https://upload.wikimedia.org/wikipedia/en/thumb/5/52/Assassin%27s_Creed.jpg/220px-Assassin%27s_Creed.jpg,PS3\,Xbox360,na,na,na,na,0.012876619
1690,Assassin's Creed II,https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Assassins_Creed_2_Box_Art.JPG/220px-Assassins_Creed_2_Box_Art.JPG,PS3\,Xbox360,na,na,na,na,0.007083596
1691,Assassin's Creed III,https://upload.wikimedia.org/wikipedia/en/thumb/2/29/Assassin%27s_Creed_III_Game_Cover.jpg/220px-Assassin%27s_Creed_III_Game_Cover.jpg,PS3\,WiiU\,Xbox360,na,na,na,0.020047547
1692,Assassin's Creed: Brotherhood,https://upload.wikimedia.org/wikipedia/en/thumb/2/2a/Assassins_Creed_brotherhood_cover.jpg/220px-Assassins_Creed_brotherhood_cover.jpg,PS3\,Xbox360,na,na,na,na,0.056067149
1693,Assassin's Creed: Revelations,https://upload.wikimedia.org/wikipedia/en/thumb/d/d9/Assassins_Creed_Revelations_Cover.jpg/220px-Assassins_Creed_Revelations_Cover.jpg,PS3\,Xbox360,na,na,na,na,0.007500849
1694,Assassin's Creed Rogue,https://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Assassin%27s_Creed_Rogue.jpg/220px-Assassin%27s_Creed_Rogue.jpg,PS3\,Xbox360,na,na,na,na,0.023307942
1695,Asura's Wrath,https://upload.wikimedia.org/wikipedia/en/thumb/d/d8/Asura%27s_Wrath_Cover_Art.png/220px-Asura%27s_Wrath_Cover_Art.png,PS3\,Xbox360,na,na,na,na,0.002716996
1696,Atelier Arland Trilogy,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/Atelier_Meruru_cover.jpg/220px-Atelier_Meruru_cover.jpg,PS3,na,na,na,na,na,0.000485178
1697,Atelier Ayesha: The Alchemist of Dusk,https://upload.wikimedia.org/wikipedia/en/thumb/5/58/AtelierAyesha.jpg/220px-AtelierAyesha.jpg,PS3,na,na,na,na,na,0.000223182
1698,Atelier Meruru: The Apprentice of Arland,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/Atelier_Meruru_cover.jpg/220px-Atelier_Meruru_cover.jpg,PS3,na,na,na,na,na,0.000523992
1699,Atelier Rorona: The Alchemist of Arland,https://upload.wikimedia.org/wikipedia/en/thumb/8/81/Atelier-Rorona_2010_06-17-10_22.jpg_500.jpg/220px-Atelier-Rorona_2010_06-17-10_22.jpg_500.jpg,PS3,na,na,na,na,na,0.000523992
1700,Atelier Rorona Plus: The Alchemist of Arland,https://upload.wikimedia.org/wikipedia/en/thumb/8/81/Atelier-Rorona_2010_06-17-10_22.jpg_500.jpg/220px-Atelier-Rorona_2010_06-17-10_22.jpg_500.jpg,PS3,na,na,na,na,na,3.88E-05
1701,Atelier Shallie: Alchemists of the Dusk Sea,https://upload.wikimedia.org/wikipedia/en/thumb/f/fa/Atelier_Shallie_cover.jpg/220px-Atelier_Shallie_cover.jpg,PS3,na,na,na,na,na,0.001707826
1702,Atelier Totori: The Adventurer of Arland,https://upload.wikimedia.org/wikipedia/en/thumb/c/c8/Atelier_Totori_US_Boxart.jpg/220px-Atelier_Totori_US_Boxart.jpg,PS3,na,na,na,na,na,0.000388142
1703,Avatar: The Game,https://upload.wikimedia.org/wikipedia/en/a/a1/Avatar-video-game-cover.jpg,PS3,na,na,na,na,na,0.020891757
1704,The Awakened Fate Ultimatum,https://upload.wikimedia.org/wikipedia/en/9/96/The_Guided_Fate_Paradox_Coverart.png,PS3,na,na,na,na,na,9.70E-06
1705,Back to the Future: The Game,https://upload.wikimedia.org/wikipedia/en/thumb/7/73/Back_to_the_Future_The_Game.PNG/220px-Back_to_the_Future_The_Game.PNG,PS3\,PS3\,Xbox360,na,na,na,0.031808258
1706,Backbreaker,https://upload.wikimedia.org/wikipedia/en/thumb/f/ff/Backbreaker_boxart.jpg/220px-Backbreaker_boxart.jpg,PS3\,Xbox360,na,na,na,na,0.007238853
1707,Baja: Edge of Control,https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Baja_Edge_of_Control.jpg/220px-Baja_Edge_of_Control.jpg,PS3\,Xbox360,na,na,na,na,0.001290573
1708,BandFuse: Rock Legends,https://upload.wikimedia.org/wikipedia/en/thumb/b/bb/BandFuse%2C_Rock_Legends_Box_Art.jpg/220px-BandFuse%2C_Rock_Legends_Box_Art.jpg,PS3\,Xbox360,na,na,na,na,0.001038281
1709,Band Hero,https://upload.wikimedia.org/wikipedia/en/thumb/b/b5/Band_Hero.jpg/220px-Band_Hero.jpg,PS3\,Xbox360,na,na,na,na,0.01075154
1710,Barbie & Her Sisters: Puppy Rescue,unreleased,PS3,na,na,na,na,na,0
1711,Batman: Arkham Asylum,https://upload.wikimedia.org/wikipedia/en/thumb/4/42/Batman_Arkham_Asylum_Videogame_Cover.jpg/220px-Batman_Arkham_Asylum_Videogame_Cover.jpg,PS3\,Xbox360,na,na,na,na,0.009703556
